"","total_points","was_home","kickoff_time","round","modified","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","value","transfers_balance","selected","transfers_in","transfers_out","id","first_name","second_name","web_name","photo","short_team_name","strength","total_xg_conceded","opp_team_name","opp_short_team_name","opp_strength","team_strength","opp_team_strength","team_strength_att","opp_team_strength_att","team_strength_def","opp_team_strength_def","Position","Goals","Opp_Goals","name_club","full_name","cs_mean","recent_starts","points_mean","bps_mean","xg_mean","xa_mean","xgi_mean","xg_against","goals_mean","oppgoals_mean","threat_mean","creativity_mean","influence_mean","ict_mean","team_xg","team_xg_mean"
"1",10,FALSE,"2025-08-17T15:30:00Z",1,FALSE,90,0,0,1,0,0,0,0,1,0,7,3,38,49.2,0,0,4.9,1,13,0,0,1,0,0,0,1.52,55,0,1531911,0,0,1,"David","Raya Martín","Raya","154561.jpg","ARS",4,"1.52","Man Utd","MUN",3,1325,1105,1350,1110,1300,1100,"GK",1,0,"Raya (ARS)","David Raya Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA
"2",6,TRUE,"2025-08-23T16:30:00Z",2,FALSE,90,0,0,1,0,0,0,0,0,0,1,0,28,13.4,0,0,1.3,0,3,0,0,1,0,0,0,0.17,55,218659,2284634,277339,58680,1,"David","Raya Martín","Raya","154561.jpg","ARS",4,"0.17","Leeds","LEE",2,1320,1075,1350,1050,1290,1100,"GK",5,0,"Raya (ARS)","David Raya Martín",1,90,10,38,0,0,0,1.52,1,0,0,0,49.2,4.9,2.87,1.55
"3",2,FALSE,"2025-08-31T15:30:00Z",3,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,12,20,10,0,3,0,12,0,0,1,0,0.02,0.02,0.52,55,-12311,2406964,146739,159050,1,"David","Raya Martín","Raya","154561.jpg","ARS",4,"0.52","Liverpool","LIV",5,1325,1335,1350,1290,1300,1380,"GK",0,1,"Raya (ARS)","David Raya Martín",1,90,8,33,0,0,0,0.845,3,0,0,0,31.3,3.1,0.49,2.21
"4",6,TRUE,"2025-09-13T11:30:00Z",4,FALSE,90,0,0,1,0,0,0,0,0,0,1,0,24,12.8,0,0,1.3,0,9,0,0,1,0,0,0,0.2,55,171289,2765759,289041,117752,1,"David","Raya Martín","Raya","154561.jpg","ARS",4,"0.20","Nott'm Forest","NFO",3,1320,1205,1350,1230,1290,1180,"GK",3,0,"Raya (ARS)","David Raya Martín",0.666666666666667,90,6,26,0,0.00666666666666667,0.00666666666666667,0.736666666666667,2,0.333333333333333,0,3.33333333333333,27.5333333333333,3.06666666666667,1.84,1.63666666666667
"5",2,TRUE,"2025-09-21T15:30:00Z",5,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,13,21.4,0,0,2.1,1,6,0,0,1,0,0.01,0.01,0.89,55,-9786,2762632,98100,107886,1,"David","Raya Martín","Raya","154561.jpg","ARS",4,"0.89","Man City","MCI",4,1320,1315,1350,1250,1290,1380,"GK",1,1,"Raya (ARS)","David Raya Martín",0.75,90,6,25.5,0,0.005,0.005,0.6025,2.25,0.25,0,2.5,23.85,2.625,0.95,1.6875
"6",2,FALSE,"2025-09-28T15:30:00Z",6,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,11,15.8,0,0,1.6,2,10,0,0,1,0,0.01,0.01,0.61,56,227251,3029654,357846,130595,1,"David","Raya Martín","Raya","154561.jpg","ARS",4,"0.61","Newcastle","NEW",4,1325,1185,1350,1130,1300,1240,"GK",2,1,"Raya (ARS)","David Raya Martín",0.6,90,5.2,23,0,0.006,0.006,0.66,2,0.4,0,2,23.36,2.52,2.04,1.54
"7",0,FALSE,"2025-08-17T15:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,90618,0,0,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga","109745.jpg","ARS",4,"1.52","Man Utd","MUN",3,1325,1105,1350,1110,1300,1100,"GK",1,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.638
"8",0,TRUE,"2025-08-23T16:30:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-9834,89793,2130,11964,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga","109745.jpg","ARS",4,"0.17","Leeds","LEE",2,1320,1075,1350,1050,1290,1100,"GK",5,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.87,1.374
"9",0,FALSE,"2025-08-31T15:30:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-11575,81016,1131,12706,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga","109745.jpg","ARS",4,"0.52","Liverpool","LIV",5,1325,1335,1350,1290,1300,1380,"GK",0,1,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.49,1.85
"10",0,TRUE,"2025-09-13T11:30:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-6913,76258,1271,8184,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga","109745.jpg","ARS",4,"0.20","Nott'm Forest","NFO",3,1320,1205,1350,1230,1290,1180,"GK",3,0,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2,0.333333333333333,0,0,0,0,1.84,1.58
"11",0,TRUE,"2025-09-21T15:30:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-5570,71572,689,6259,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga","109745.jpg","ARS",4,"0.89","Man City","MCI",4,1320,1315,1350,1250,1290,1380,"GK",1,1,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2.25,0.25,0,0,0,0,0.95,1.758
"12",0,FALSE,"2025-09-28T15:30:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-4229,67990,713,4942,2,"Kepa","Arrizabalaga Revuelta","Arrizabalaga","109745.jpg","ARS",4,"0.61","Newcastle","NEW",4,1325,1185,1350,1130,1300,1240,"GK",2,1,"Arrizabalaga (ARS)","Kepa Arrizabalaga Revuelta",0,0,0,0,0,0,0,0,2,0.4,0,0,0,0,2.04,1.54
"13",0,FALSE,"2025-08-17T15:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,55400,0,0,3,"Karl","Hein","Hein","463748.jpg","ARS",4,"1.52","Man Utd","MUN",3,1325,1105,1350,1110,1300,1100,"GK",1,0,"Hein (ARS)","Karl Hein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.638
"14",0,TRUE,"2025-08-23T16:30:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-1321,64836,3835,5156,3,"Karl","Hein","Hein","463748.jpg","ARS",4,"0.17","Leeds","LEE",2,1320,1075,1350,1050,1290,1100,"GK",5,0,"Hein (ARS)","Karl Hein",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.87,1.374
"15",0,FALSE,"2025-08-31T15:30:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-8078,58537,1710,9788,3,"Karl","Hein","Hein","463748.jpg","ARS",4,"0.52","Liverpool","LIV",5,1325,1335,1350,1290,1300,1380,"GK",0,1,"Hein (ARS)","Karl Hein",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.49,1.85
"16",0,TRUE,"2025-09-13T11:30:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-7317,51317,0,7317,3,"Karl","Hein","Hein","463748.jpg","ARS",4,"0.20","Nott'm Forest","NFO",3,1320,1205,1350,1230,1290,1180,"GK",3,0,"Hein (ARS)","Karl Hein",0,0,0,0,0,0,0,0,2,0.333333333333333,0,0,0,0,1.84,1.58
"17",0,TRUE,"2025-09-21T15:30:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-3824,47871,0,3824,3,"Karl","Hein","Hein","463748.jpg","ARS",4,"0.89","Man City","MCI",4,1320,1315,1350,1250,1290,1380,"GK",1,1,"Hein (ARS)","Karl Hein",0,0,0,0,0,0,0,0,2.25,0.25,0,0,0,0,0.95,1.758
"18",0,FALSE,"2025-09-28T15:30:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-3374,44510,0,3374,3,"Karl","Hein","Hein","463748.jpg","ARS",4,"0.61","Newcastle","NEW",4,1325,1185,1350,1130,1300,1240,"GK",2,1,"Hein (ARS)","Karl Hein",0,0,0,0,0,0,0,0,2,0.4,0,0,0,0,2.04,1.54
"19",0,FALSE,"2025-08-17T15:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,13373,0,0,4,"Tommy","Setford","Setford","551221.jpg","ARS",4,"1.52","Man Utd","MUN",3,1325,1105,1350,1110,1300,1100,"GK",1,0,"Setford (ARS)","Tommy Setford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.638
"20",0,TRUE,"2025-08-23T16:30:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-533,16324,982,1515,4,"Tommy","Setford","Setford","551221.jpg","ARS",4,"0.17","Leeds","LEE",2,1320,1075,1350,1050,1290,1100,"GK",5,0,"Setford (ARS)","Tommy Setford",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.87,1.374
"21",0,FALSE,"2025-08-31T15:30:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,249,20855,2209,1960,4,"Tommy","Setford","Setford","551221.jpg","ARS",4,"0.52","Liverpool","LIV",5,1325,1335,1350,1290,1300,1380,"GK",0,1,"Setford (ARS)","Tommy Setford",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.49,1.85
"22",0,TRUE,"2025-09-13T11:30:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1786,24801,3875,2089,4,"Tommy","Setford","Setford","551221.jpg","ARS",4,"0.20","Nott'm Forest","NFO",3,1320,1205,1350,1230,1290,1180,"GK",3,0,"Setford (ARS)","Tommy Setford",0,0,0,0,0,0,0,0,2,0.333333333333333,0,0,0,0,1.84,1.58
"23",0,TRUE,"2025-09-21T15:30:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1405,27540,3043,1638,4,"Tommy","Setford","Setford","551221.jpg","ARS",4,"0.89","Man City","MCI",4,1320,1315,1350,1250,1290,1380,"GK",1,1,"Setford (ARS)","Tommy Setford",0,0,0,0,0,0,0,0,2.25,0.25,0,0,0,0,0.95,1.758
"24",0,FALSE,"2025-09-28T15:30:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,576,28376,2428,1852,4,"Tommy","Setford","Setford","551221.jpg","ARS",4,"0.61","Newcastle","NEW",4,1325,1185,1350,1130,1300,1240,"GK",2,1,"Setford (ARS)","Tommy Setford",0,0,0,0,0,0,0,0,2,0.4,0,0,0,0,2.04,1.54
"25",6,FALSE,"2025-08-17T15:30:00Z",1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,23,22.8,0.3,4,2.7,6,1,1,7,1,0,0,0,1.52,60,0,1696374,0,0,5,"Gabriel","dos Santos Magalhães","Gabriel","226597.jpg","ARS",4,"1.52","Man Utd","MUN",3,1325,1105,1350,1110,1300,1100,"DEF",1,0,"Gabriel (ARS)","Gabriel dos Santos Magalhães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.638
"26",6,TRUE,"2025-08-23T16:30:00Z",2,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,26,13.4,3.3,6,2.3,3,4,0,3,1,0.04,0.01,0.05,0.17,60,254939,2292996,335537,80598,5,"Gabriel","dos Santos Magalhães","Gabriel","226597.jpg","ARS",4,"0.17","Leeds","LEE",2,1320,1075,1350,1050,1290,1100,"DEF",5,0,"Gabriel (ARS)","Gabriel dos Santos Magalhães",1,90,6,23,0,0,0,1.52,1,0,4,0.3,22.8,2.7,2.87,1.374
"27",2,FALSE,"2025-08-31T15:30:00Z",3,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,8,15.4,1.4,2,1.9,6,2,1,7,1,0.02,0.01,0.03,0.52,61,-28048,2291736,137723,165771,5,"Gabriel","dos Santos Magalhães","Gabriel","226597.jpg","ARS",4,"0.52","Liverpool","LIV",5,1325,1335,1350,1290,1300,1380,"DEF",0,1,"Gabriel (ARS)","Gabriel dos Santos Magalhães",1,90,6,24.5,0.02,0.005,0.025,0.845,3,0,5,1.8,18.1,2.5,0.49,1.85
"28",9,TRUE,"2025-09-13T11:30:00Z",4,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,32,28,1.3,9,3.8,8,3,2,10,1,0.2,0.01,0.21,0.2,61,89836,2531223,230780,140944,5,"Gabriel","dos Santos Magalhães","Gabriel","226597.jpg","ARS",4,"0.20","Nott'm Forest","NFO",3,1320,1205,1350,1230,1290,1180,"DEF",3,0,"Gabriel (ARS)","Gabriel dos Santos Magalhães",0.666666666666667,90,4.66666666666667,19,0.02,0.00666666666666667,0.0266666666666667,0.736666666666667,2,0.333333333333333,4,1.66666666666667,17.2,2.3,1.84,1.58
"29",2,TRUE,"2025-09-21T15:30:00Z",5,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,13,19.6,2.3,0,2.2,7,1,1,8,1,0,0.01,0.01,0.89,61,45804,2599245,134864,89060,5,"Gabriel","dos Santos Magalhães","Gabriel","226597.jpg","ARS",4,"0.89","Man City","MCI",4,1320,1315,1350,1250,1290,1380,"DEF",1,1,"Gabriel (ARS)","Gabriel dos Santos Magalhães",0.75,90,5.75,22.25,0.065,0.0075,0.0725,0.6025,2.25,0.25,5.25,1.575,19.9,2.675,0.95,1.758
"30",13,FALSE,"2025-09-28T15:30:00Z",6,FALSE,90,1,0,0,1,0,0,0,0,0,0,3,34,75.4,6.3,33,11.5,16,2,3,19,1,0.22,0.02,0.24,0.61,61,186233,2819407,315054,128821,5,"Gabriel","dos Santos Magalhães","Gabriel","226597.jpg","ARS",4,"0.61","Newcastle","NEW",4,1325,1185,1350,1130,1300,1240,"DEF",2,1,"Gabriel (ARS)","Gabriel dos Santos Magalhães",0.6,90,5,20.4,0.052,0.008,0.06,0.66,2,0.4,4.2,1.72,19.84,2.58,2.04,1.54
"31",9,FALSE,"2025-08-17T15:30:00Z",1,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,25,31.4,0.1,0,3.2,10,3,4,14,1,0,0,0,1.52,60,0,1257079,0,0,6,"William","Saliba","Saliba","462424.jpg","ARS",4,"1.52","Man Utd","MUN",3,1325,1105,1350,1110,1300,1100,"DEF",1,0,"Saliba (ARS)","William Saliba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.638
"32",6,TRUE,"2025-08-23T16:30:00Z",2,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,27,18.4,2.1,2,2.3,5,4,0,5,1,0,0.01,0.01,0.17,60,247702,1933946,311233,63531,6,"William","Saliba","Saliba","462424.jpg","ARS",4,"0.17","Leeds","LEE",2,1320,1075,1350,1050,1290,1100,"DEF",5,0,"Saliba (ARS)","William Saliba",1,90,9,25,0,0,0,1.52,1,0,0,0.1,31.4,3.2,2.87,1.374
"33",1,FALSE,"2025-08-31T15:30:00Z",3,FALSE,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0.3,3,0,0,3,1,0,0,0,0,61,-10170,2042178,133191,143361,6,"William","Saliba","Saliba","462424.jpg","ARS",4,"0.52","Liverpool","LIV",5,1325,1335,1350,1290,1300,1380,"DEF",0,1,"Saliba (ARS)","William Saliba",1,90,7.5,26,0,0.005,0.005,0.845,3,0,1,1.1,24.9,2.75,0.49,1.85
"34",0,TRUE,"2025-09-13T11:30:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,-439095,1635010,26222,465317,6,"William","Saliba","Saliba","462424.jpg","ARS",4,"0.20","Nott'm Forest","NFO",3,1320,1205,1350,1230,1290,1180,"DEF",3,0,"Saliba (ARS)","William Saliba",0.666666666666667,61.3333333333333,5.33333333333333,18.6666666666667,0,0.00333333333333333,0.00333333333333333,0.563333333333333,2,0.333333333333333,0.666666666666667,0.733333333333333,17.6,1.93333333333333,1.84,1.58
"35",2,TRUE,"2025-09-21T15:30:00Z",5,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,15,22,3,4,2.9,5,8,4,9,1,0.13,0.02,0.15,0.89,60,-198404,1469699,9735,208139,6,"William","Saliba","Saliba","462424.jpg","ARS",4,"0.89","Man City","MCI",4,1320,1315,1350,1250,1290,1380,"DEF",1,1,"Saliba (ARS)","William Saliba",0.5,46,4,14,0,0.0025,0.0025,0.4225,2.25,0.25,0.5,0.55,13.2,1.45,0.95,1.758
"36",1,FALSE,"2025-09-28T15:30:00Z",6,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,8,7.4,11.8,2,2.1,1,1,0,1,0,0,0.07,0.07,0.2,60,-13772,1489252,52699,66471,6,"William","Saliba","Saliba","462424.jpg","ARS",4,"0.61","Newcastle","NEW",4,1325,1185,1350,1130,1300,1240,"DEF",2,1,"Saliba (ARS)","William Saliba",0.4,54.8,3.6,14.2,0.026,0.006,0.032,0.516,2,0.4,1.2,1.04,14.96,1.74,2.04,1.54
"37",13,FALSE,"2025-08-17T15:30:00Z",1,FALSE,71,1,0,1,0,0,0,0,1,0,0,2,33,36.2,2.1,35,7.3,3,5,1,4,1,0.91,0.01,0.92,0.87,55,0,63049,0,0,7,"Riccardo","Calafiori","Calafiori","466075.jpg","ARS",4,"1.52","Man Utd","MUN",3,1325,1105,1350,1110,1300,1100,"DEF",1,0,"Calafiori (ARS)","Riccardo Calafiori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.638
"38",13,TRUE,"2025-08-23T16:30:00Z",2,FALSE,63,0,2,1,0,0,0,0,0,0,0,1,38,38,21.4,22,8.1,1,1,0,1,1,0.39,0.01,0.4,0.17,55,249257,500185,275549,26292,7,"Riccardo","Calafiori","Calafiori","466075.jpg","ARS",4,"0.17","Leeds","LEE",2,1320,1075,1350,1050,1290,1100,"DEF",5,0,"Calafiori (ARS)","Riccardo Calafiori",1,71,13,33,0.91,0.01,0.92,0.87,1,0,35,2.1,36.2,7.3,2.87,1.374
"39",2,FALSE,"2025-08-31T15:30:00Z",3,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,9,9.8,1.9,11,2.3,5,3,2,7,1,0.13,0.01,0.14,0.52,56,361084,982437,429321,68237,7,"Riccardo","Calafiori","Calafiori","466075.jpg","ARS",4,"0.52","Liverpool","LIV",5,1325,1335,1350,1290,1300,1380,"DEF",0,1,"Calafiori (ARS)","Riccardo Calafiori",1,67,13,35.5,0.65,0.01,0.66,0.52,3,0,28.5,11.75,37.1,7.7,0.49,1.85
"40",5,TRUE,"2025-09-13T11:30:00Z",4,FALSE,67,0,0,1,0,0,0,0,1,0,0,0,16,5.4,12.6,2,2,1,1,2,3,1,0,0.01,0.01,0.1,57,459197,1569650,534037,74840,7,"Riccardo","Calafiori","Calafiori","466075.jpg","ARS",4,"0.20","Nott'm Forest","NFO",3,1320,1205,1350,1230,1290,1180,"DEF",3,0,"Calafiori (ARS)","Riccardo Calafiori",0.666666666666667,74.6666666666667,9.33333333333333,26.6666666666667,0.476666666666667,0.01,0.486666666666667,0.52,2,0.333333333333333,22.6666666666667,8.46666666666667,28,5.9,1.84,1.58
"41",2,TRUE,"2025-09-21T15:30:00Z",5,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,7,3.6,6.2,19,2.9,2,6,3,5,1,0.14,0.05,0.19,0.89,57,75801,1636657,156708,80907,7,"Riccardo","Calafiori","Calafiori","466075.jpg","ARS",4,"0.89","Man City","MCI",4,1320,1315,1350,1250,1290,1380,"DEF",1,1,"Calafiori (ARS)","Riccardo Calafiori",0.75,72.75,8.25,24,0.3575,0.01,0.3675,0.415,2.25,0.25,17.5,9.5,22.35,4.925,0.95,1.758
"42",1,FALSE,"2025-09-28T15:30:00Z",6,FALSE,69,0,0,0,1,0,0,0,1,0,0,0,0,3.6,16.8,10,3,3,3,0,3,1,0.1,0.04,0.14,0.53,57,84574,1745426,170270,85696,7,"Riccardo","Calafiori","Calafiori","466075.jpg","ARS",4,"0.61","Newcastle","NEW",4,1325,1185,1350,1130,1300,1240,"DEF",2,1,"Calafiori (ARS)","Riccardo Calafiori",0.6,76.2,7,20.6,0.314,0.018,0.332,0.51,2,0.4,17.8,8.84,18.6,4.52,2.04,1.54
"43",0,FALSE,"2025-08-17T15:30:00Z",1,FALSE,19,0,0,0,0,0,0,0,1,0,0,0,-3,3,0.3,0,0.3,1,1,2,3,0,0,0,0,0.66,55,0,210465,0,0,8,"Jurriën","Timber","J.Timber","445122.jpg","ARS",4,"1.52","Man Utd","MUN",3,1325,1105,1350,1110,1300,1100,"DEF",1,0,"J.Timber (ARS)","Jurriën Timber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.638
"44",24,TRUE,"2025-08-23T16:30:00Z",2,FALSE,63,2,1,1,0,0,0,0,0,0,0,3,68,95,28.5,75,19.9,2,1,4,6,1,0.81,0.05,0.86,0.17,55,-23011,219095,14581,37592,8,"Jurriën","Timber","J.Timber","445122.jpg","ARS",4,"0.17","Leeds","LEE",2,1320,1075,1350,1050,1290,1100,"DEF",5,0,"J.Timber (ARS)","Jurriën Timber",0,19,0,-3,0,0,0,0.66,1,0,0,0.3,3,0.3,2.87,1.374
"45",2,FALSE,"2025-08-31T15:30:00Z",3,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,7,11.4,12.4,11,3.5,5,4,2,7,1,0.09,0.05,0.14,0.52,56,449352,828444,509691,60339,8,"Jurriën","Timber","J.Timber","445122.jpg","ARS",4,"0.52","Liverpool","LIV",5,1325,1335,1350,1290,1300,1380,"DEF",0,1,"J.Timber (ARS)","Jurriën Timber",0.5,41,12,32.5,0.405,0.025,0.43,0.415,3,0,37.5,14.4,49,10.1,0.49,1.85
"46",8,TRUE,"2025-09-13T11:30:00Z",4,FALSE,90,0,0,1,0,0,0,0,0,0,0,2,37,19.8,13,35,6.8,4,2,2,6,1,0.3,0.02,0.32,0.2,57,310541,1235377,380134,69593,8,"Jurriën","Timber","J.Timber","445122.jpg","ARS",4,"0.20","Nott'm Forest","NFO",3,1320,1205,1350,1230,1290,1180,"DEF",3,0,"J.Timber (ARS)","Jurriën Timber",0.333333333333333,57.3333333333333,8.66666666666667,24,0.3,0.0333333333333333,0.333333333333333,0.45,2,0.333333333333333,28.6666666666667,13.7333333333333,36.4666666666667,7.9,1.84,1.58
"47",1,TRUE,"2025-09-21T15:30:00Z",5,FALSE,79,0,0,0,1,0,0,0,1,0,0,0,16,17,13.9,8,3.9,1,3,7,8,1,0,0.05,0.05,0.65,57,239054,1494975,300378,61324,8,"Jurriën","Timber","J.Timber","445122.jpg","ARS",4,"0.89","Man City","MCI",4,1320,1315,1350,1250,1290,1380,"DEF",1,1,"J.Timber (ARS)","Jurriën Timber",0.5,65.5,8.5,27.25,0.3,0.03,0.33,0.3875,2.25,0.25,30.25,13.55,32.3,7.625,0.95,1.758
"48",2,FALSE,"2025-09-28T15:30:00Z",6,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,10,24.6,38.2,25,8.8,4,4,2,6,1,0.53,0.21,0.74,0.61,58,156869,1679103,250497,93628,8,"Jurriën","Timber","J.Timber","445122.jpg","ARS",4,"0.61","Newcastle","NEW",4,1325,1185,1350,1130,1300,1240,"DEF",2,1,"J.Timber (ARS)","Jurriën Timber",0.4,68.2,7,25,0.24,0.034,0.274,0.44,2,0.4,25.8,13.62,29.24,6.88,2.04,1.54
"49",0,FALSE,"2025-08-17T15:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,12048,0,0,9,"Jakub","Kiwior","Kiwior","440854.jpg","ARS",4,"1.52","Man Utd","MUN",3,1325,1105,1350,1110,1300,1100,"DEF",1,0,"Kiwior (ARS)","Jakub Kiwior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.638
"50",0,TRUE,"2025-08-23T16:30:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-1754,12677,397,2151,9,"Jakub","Kiwior","Kiwior","440854.jpg","ARS",4,"0.17","Leeds","LEE",2,1320,1075,1350,1050,1290,1100,"DEF",5,0,"Kiwior (ARS)","Jakub Kiwior",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.87,1.374
"51",0,FALSE,"2025-08-31T15:30:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-1956,11834,529,2485,9,"Jakub","Kiwior","Kiwior","440854.jpg","ARS",4,"0.52","Liverpool","LIV",5,1325,1335,1350,1290,1300,1380,"DEF",0,1,"Kiwior (ARS)","Jakub Kiwior",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.49,1.85
"52",0,TRUE,"2025-09-13T11:30:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-2657,9452,193,2850,9,"Jakub","Kiwior","Kiwior","440854.jpg","ARS",4,"0.20","Nott'm Forest","NFO",3,1320,1205,1350,1230,1290,1180,"DEF",3,0,"Kiwior (ARS)","Jakub Kiwior",0,0,0,0,0,0,0,0,2,0.333333333333333,0,0,0,0,1.84,1.58
"53",0,TRUE,"2025-09-21T15:30:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-1312,8209,0,1312,9,"Jakub","Kiwior","Kiwior","440854.jpg","ARS",4,"0.89","Man City","MCI",4,1320,1315,1350,1250,1290,1380,"DEF",1,1,"Kiwior (ARS)","Jakub Kiwior",0,0,0,0,0,0,0,0,2.25,0.25,0,0,0,0,0.95,1.758
