"","total_points","was_home","kickoff_time","round","modified","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","value","transfers_balance","selected","transfers_in","transfers_out","id","first_name","second_name","web_name","photo","short_team_name","strength","total_xg_conceded","opp_team_name","opp_short_team_name","opp_strength","team_strength","opp_team_strength","team_strength_att","opp_team_strength_att","team_strength_def","opp_team_strength_def","Position","Goals","Opp_Goals","name_club","full_name","cs_mean","recent_starts","points_mean","bps_mean","xg_mean","xa_mean","xgi_mean","xg_against","goals_mean","oppgoals_mean","threat_mean","creativity_mean","influence_mean","ict_mean","team_xg","team_xg_mean"
"2756",0,FALSE,"2025-09-21T15:30:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-145,1550,0,145,425,"Claudio","Echeverri","Echeverri","575204.jpg","MCI",4,"0.96","Arsenal","ARS",4,1315,1320,1250,1350,1380,1290,"MID",1,1,"Echeverri (MCI)","Claudio Echeverri",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.89,2.092
"2757",0,TRUE,"2025-09-27T14:00:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-89,1464,0,89,425,"Claudio","Echeverri","Echeverri","575204.jpg","MCI",4,"0.41","Burnley","BUR",2,1275,1050,1250,1050,1300,1050,"MID",5,1,"Echeverri (MCI)","Claudio Echeverri",0,0,0,0,0,0,0,0,1.8,1,0,0,0,0,2.03,1.864
"2758",10,FALSE,"2025-08-16T16:30:00Z",1,FALSE,90,1,1,1,0,0,0,0,1,0,0,0,31,49.8,23.7,28,10.2,1,1,1,3,1,0.2,0.14,0.34,0.56,55,0,1819194,0,0,427,"Tijjani","Reijnders","Reijnders","433036.jpg","MCI",4,"0.56","Wolves","WOL",3,1315,1100,1250,1080,1380,1120,"MID",4,0,"Reijnders (MCI)","Tijjani Reijnders",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,1.778
"2759",2,TRUE,"2025-08-23T11:30:00Z",2,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,12,5.4,5.1,4,1.5,0,4,1,5,1,0.04,0.04,0.08,1.11,56,1164729,3511890,1207349,42620,427,"Tijjani","Reijnders","Reijnders","433036.jpg","MCI",4,"1.11","Spurs","TOT",3,1275,1175,1250,1100,1300,1250,"MID",0,2,"Reijnders (MCI)","Tijjani Reijnders",1,90,10,31,0.2,0.14,0.34,0.56,4,0,28,23.7,49.8,10.2,1.55,1.96
"2760",2,FALSE,"2025-08-31T13:00:00Z",3,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,18,11.8,32.3,1,4.5,1,3,1,5,1,0.02,0.12,0.14,2.3,57,249324,3831345,465131,215807,427,"Tijjani","Reijnders","Reijnders","433036.jpg","MCI",4,"2.30","Brighton","BHA",3,1315,1150,1250,1090,1380,1210,"MID",1,2,"Reijnders (MCI)","Tijjani Reijnders",0.5,90,6,21.5,0.12,0.09,0.21,0.835,2,1,16,14.4,27.6,5.85,1.82,1.906
"2761",3,TRUE,"2025-09-14T15:30:00Z",4,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,8,8,19.3,25,5.2,3,3,1,7,1,0.35,0.02,0.37,1.51,57,-170270,3699931,264301,434571,427,"Tijjani","Reijnders","Reijnders","433036.jpg","MCI",4,"1.51","Man Utd","MUN",3,1275,1125,1250,1110,1300,1140,"MID",3,0,"Reijnders (MCI)","Tijjani Reijnders",0.333333333333333,90,4.66666666666667,20.3333333333333,0.0866666666666667,0.1,0.186666666666667,1.32333333333333,1.66666666666667,1.33333333333333,11,20.3666666666667,22.3333333333333,5.4,2.6,1.75
"2762",9,FALSE,"2025-09-21T15:30:00Z",5,FALSE,90,0,1,0,1,0,0,0,0,0,0,2,26,31.2,21.8,17,7,5,7,0,12,1,0.06,0.04,0.1,0.96,57,-206439,3536462,121198,327637,427,"Tijjani","Reijnders","Reijnders","433036.jpg","MCI",4,"0.96","Arsenal","ARS",4,1315,1320,1250,1350,1380,1290,"MID",1,1,"Reijnders (MCI)","Tijjani Reijnders",0.5,90,4.25,17.25,0.1525,0.08,0.2325,1.37,2,1,14.5,20.1,18.75,5.35,0.89,2.092
"2763",2,TRUE,"2025-09-27T14:00:00Z",6,FALSE,82,0,0,0,1,0,0,0,0,0,0,0,16,10.6,11,18,4,3,2,1,6,1,0.14,0.06,0.2,0.41,57,550683,4158939,682112,131429,427,"Tijjani","Reijnders","Reijnders","433036.jpg","MCI",4,"0.41","Burnley","BUR",2,1275,1050,1250,1050,1300,1050,"MID",5,1,"Reijnders (MCI)","Tijjani Reijnders",0.4,90,5.2,19,0.134,0.072,0.206,1.288,1.8,1,15,20.44,21.24,5.68,2.03,1.864
"2764",0,FALSE,"2025-08-16T16:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,3189,0,0,428,"Sverre","Nypan","Nypan","566164.jpg","MCI",4,"0.56","Wolves","WOL",3,1315,1100,1250,1080,1380,1120,"MID",4,0,"Nypan (MCI)","Sverre Nypan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,1.778
"2765",0,TRUE,"2025-08-23T11:30:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-952,2855,73,1025,428,"Sverre","Nypan","Nypan","566164.jpg","MCI",4,"1.11","Spurs","TOT",3,1275,1175,1250,1100,1300,1250,"MID",0,2,"Nypan (MCI)","Sverre Nypan",0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.55,1.96
"2766",0,FALSE,"2025-08-31T13:00:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-736,2136,0,736,428,"Sverre","Nypan","Nypan","566164.jpg","MCI",4,"2.30","Brighton","BHA",3,1315,1150,1250,1090,1380,1210,"MID",1,2,"Nypan (MCI)","Sverre Nypan",0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.82,1.906
"2767",0,TRUE,"2025-09-14T15:30:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-285,1871,0,285,428,"Sverre","Nypan","Nypan","566164.jpg","MCI",4,"1.51","Man Utd","MUN",3,1275,1125,1250,1110,1300,1140,"MID",3,0,"Nypan (MCI)","Sverre Nypan",0,0,0,0,0,0,0,0,1.66666666666667,1.33333333333333,0,0,0,0,2.6,1.75
"2768",0,FALSE,"2025-09-21T15:30:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-105,1779,0,105,428,"Sverre","Nypan","Nypan","566164.jpg","MCI",4,"0.96","Arsenal","ARS",4,1315,1320,1250,1350,1380,1290,"MID",1,1,"Nypan (MCI)","Sverre Nypan",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.89,2.092
"2769",0,TRUE,"2025-09-27T14:00:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-70,1708,0,70,428,"Sverre","Nypan","Nypan","566164.jpg","MCI",4,"0.41","Burnley","BUR",2,1275,1050,1250,1050,1300,1050,"MID",5,1,"Nypan (MCI)","Sverre Nypan",0,0,0,0,0,0,0,0,1.8,1,0,0,0,0,2.03,1.864
"2770",0,FALSE,"2025-08-16T16:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,5452,0,0,429,"Kalvin","Phillips","Phillips","155405.jpg","MCI",4,"0.56","Wolves","WOL",3,1315,1100,1250,1080,1380,1120,"MID",4,0,"Phillips (MCI)","Kalvin Phillips",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,1.778
"2771",0,TRUE,"2025-08-23T11:30:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-924,6695,331,1255,429,"Kalvin","Phillips","Phillips","155405.jpg","MCI",4,"1.11","Spurs","TOT",3,1275,1175,1250,1100,1300,1250,"MID",0,2,"Phillips (MCI)","Kalvin Phillips",0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.55,1.96
"2772",0,FALSE,"2025-08-31T13:00:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-790,6998,333,1123,429,"Kalvin","Phillips","Phillips","155405.jpg","MCI",4,"2.30","Brighton","BHA",3,1315,1150,1250,1090,1380,1210,"MID",1,2,"Phillips (MCI)","Kalvin Phillips",0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.82,1.906
"2773",0,TRUE,"2025-09-14T15:30:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-296,7417,466,762,429,"Kalvin","Phillips","Phillips","155405.jpg","MCI",4,"1.51","Man Utd","MUN",3,1275,1125,1250,1110,1300,1140,"MID",3,0,"Phillips (MCI)","Kalvin Phillips",0,0,0,0,0,0,0,0,1.66666666666667,1.33333333333333,0,0,0,0,2.6,1.75
"2774",0,FALSE,"2025-09-21T15:30:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-263,7558,347,610,429,"Kalvin","Phillips","Phillips","155405.jpg","MCI",4,"0.96","Arsenal","ARS",4,1315,1320,1250,1350,1380,1290,"MID",1,1,"Phillips (MCI)","Kalvin Phillips",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.89,2.092
"2775",0,TRUE,"2025-09-27T14:00:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-218,7638,334,552,429,"Kalvin","Phillips","Phillips","155405.jpg","MCI",4,"0.41","Burnley","BUR",2,1275,1050,1250,1050,1300,1050,"MID",5,1,"Phillips (MCI)","Kalvin Phillips",0,0,0,0,0,0,0,0,1.8,1,0,0,0,0,2.03,1.864
"2776",13,FALSE,"2025-08-16T16:30:00Z",1,FALSE,72,2,0,1,0,0,0,0,0,0,0,3,49,58,0.3,71,12.9,0,1,1,2,1,1.99,0,1.99,0.35,140,0,2283987,0,0,430,"Erling","Haaland","Haaland","223094.jpg","MCI",4,"0.56","Wolves","WOL",3,1315,1100,1250,1080,1380,1120,"ST",4,0,"Haaland (MCI)","Erling Haaland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,1.778
"2777",2,TRUE,"2025-08-23T11:30:00Z",2,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,6,1.4,15.2,15,3.2,1,3,0,4,1,0.47,0.3,0.77,1.11,140,396573,3276879,446334,49761,430,"Erling","Haaland","Haaland","223094.jpg","MCI",4,"1.11","Spurs","TOT",3,1275,1175,1250,1100,1300,1250,"ST",0,2,"Haaland (MCI)","Erling Haaland",1,72,13,49,1.99,0,1.99,0.35,4,0,71,0.3,58,12.9,1.55,1.96
"2778",9,FALSE,"2025-08-31T13:00:00Z",3,FALSE,90,1,0,0,2,0,0,0,0,0,0,3,29,30.4,0.4,96,12.7,0,1,0,1,1,1.4,0,1.4,2.3,141,179096,3747441,366370,187274,430,"Erling","Haaland","Haaland","223094.jpg","MCI",4,"2.30","Brighton","BHA",3,1315,1150,1250,1090,1380,1210,"ST",1,2,"Haaland (MCI)","Erling Haaland",0.5,81,7.5,27.5,1.23,0.15,1.38,0.73,2,1,43,7.75,29.7,8.05,1.82,1.906
"2779",13,TRUE,"2025-09-14T15:30:00Z",4,FALSE,86,2,0,1,0,0,0,0,0,0,0,3,63,78.8,12.9,70,16.2,6,2,0,8,1,1.8,0.01,1.81,1.42,141,209666,3931425,435454,225788,430,"Erling","Haaland","Haaland","223094.jpg","MCI",4,"1.51","Man Utd","MUN",3,1275,1125,1250,1110,1300,1140,"ST",3,0,"Haaland (MCI)","Erling Haaland",0.333333333333333,84,8,28,1.28666666666667,0.1,1.38666666666667,1.25333333333333,1.66666666666667,1.33333333333333,60.6666666666667,5.3,29.9333333333333,9.6,2.6,1.75
"2780",9,FALSE,"2025-09-21T15:30:00Z",5,FALSE,75,1,0,1,0,0,0,0,0,0,0,3,32,35.4,2.1,34,7.2,2,3,0,5,1,0.52,0.01,0.53,0.77,142,405468,4419019,479550,74082,430,"Erling","Haaland","Haaland","223094.jpg","MCI",4,"0.96","Arsenal","ARS",4,1315,1320,1250,1350,1380,1290,"ST",1,1,"Haaland (MCI)","Erling Haaland",0.5,84.5,9.25,36.75,1.415,0.0775,1.4925,1.295,2,1,63,7.2,42.15,11.25,0.89,2.092
"2781",16,TRUE,"2025-09-27T14:00:00Z",6,FALSE,90,2,1,0,1,0,0,0,0,0,0,3,68,85.4,20.8,78,18.4,2,2,0,4,1,1.17,0.24,1.41,0.41,143,1415070,5991428,1490551,75481,430,"Erling","Haaland","Haaland","223094.jpg","MCI",4,"0.41","Burnley","BUR",2,1275,1050,1250,1050,1300,1050,"ST",5,1,"Haaland (MCI)","Erling Haaland",0.6,82.6,9.2,35.8,1.236,0.064,1.3,1.19,1.8,1,57.2,6.18,40.8,10.44,2.03,1.864
"2782",6,TRUE,"2025-09-14T15:30:00Z",4,FALSE,90,0,0,1,0,0,0,0,0,0,2,0,26,14.4,0,0,1.4,3,6,0,0,1,0,0,0,1.51,55,90880,130334,103102,12222,736,"Gianluigi","Donnarumma","Donnarumma","204936.jpg","MCI",4,"1.51","Man Utd","MUN",3,1275,1125,1250,1110,1300,1140,"GK",3,0,"Donnarumma (MCI)","Gianluigi Donnarumma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,1.778
"2783",1,FALSE,"2025-09-21T15:30:00Z",5,FALSE,90,0,0,0,1,0,0,0,1,0,2,0,7,15.6,0,0,1.6,4,4,0,0,1,0,0,0,0.96,55,181962,366710,199460,17498,736,"Gianluigi","Donnarumma","Donnarumma","204936.jpg","MCI",4,"0.96","Arsenal","ARS",4,1315,1320,1250,1350,1380,1290,"GK",1,1,"Donnarumma (MCI)","Gianluigi Donnarumma",1,90,6,26,0,0,0,1.51,3,0,0,0,14.4,1.4,0.89,1.988
"2784",2,TRUE,"2025-09-27T14:00:00Z",6,FALSE,90,0,0,0,1,0,0,0,0,0,1,0,5,6.8,0,0,0.7,0,3,0,0,1,0,0,0,0.41,56,475206,935713,529476,54270,736,"Gianluigi","Donnarumma","Donnarumma","204936.jpg","MCI",4,"0.41","Burnley","BUR",2,1275,1050,1250,1050,1300,1050,"GK",5,1,"Donnarumma (MCI)","Gianluigi Donnarumma",0.5,90,3.5,16.5,0,0,0,1.235,2,0.5,0,0,15,1.5,2.03,1.802
"2785",0,TRUE,"2025-09-14T15:30:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,739,"Divine","Mukasa","Mukasa","590039.jpg","MCI",4,"1.51","Man Utd","MUN",3,1275,1125,1250,1110,1300,1140,"MID",3,0,"Mukasa (MCI)","Divine Mukasa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,1.688
"2786",0,FALSE,"2025-09-21T15:30:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,472,892,564,92,739,"Divine","Mukasa","Mukasa","590039.jpg","MCI",4,"0.96","Arsenal","ARS",4,1315,1320,1250,1350,1380,1290,"MID",1,1,"Mukasa (MCI)","Divine Mukasa",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.89,2.03
"2787",0,TRUE,"2025-09-27T14:00:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,393,1617,671,278,739,"Divine","Mukasa","Mukasa","590039.jpg","MCI",4,"0.41","Burnley","BUR",2,1275,1050,1250,1050,1300,1050,"MID",5,1,"Mukasa (MCI)","Divine Mukasa",0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,2.03,1.802
"2788",0,TRUE,"2025-09-14T15:30:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,740,"Stephen","Mfuni","Mfuni","566213.jpg","MCI",4,"1.51","Man Utd","MUN",3,1275,1125,1250,1110,1300,1140,"DEF",3,0,"Mfuni (MCI)","Stephen Mfuni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,1.688
"2789",0,FALSE,"2025-09-21T15:30:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,369,952,423,54,740,"Stephen","Mfuni","Mfuni","566213.jpg","MCI",4,"0.96","Arsenal","ARS",4,1315,1320,1250,1350,1380,1290,"DEF",1,1,"Mfuni (MCI)","Stephen Mfuni",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.89,2.03
"2790",0,TRUE,"2025-09-27T14:00:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,287,1705,480,193,740,"Stephen","Mfuni","Mfuni","566213.jpg","MCI",4,"0.41","Burnley","BUR",2,1275,1050,1250,1050,1300,1050,"DEF",5,1,"Mfuni (MCI)","Stephen Mfuni",0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,2.03,1.802
"2791",0,TRUE,"2025-09-27T14:00:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,742,"Ryan","McAidoo","McAidoo","616288.jpg","MCI",4,"0.41","Burnley","BUR",2,1275,1050,1250,1050,1300,1050,"MID",5,1,"McAidoo (MCI)","Ryan McAidoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,1.688
"2792",2,TRUE,"2025-08-17T15:30:00Z",1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,17,10.6,21.4,49,8.1,1,5,0,6,1,0.42,0.05,0.47,1.31,80,0,1322663,0,0,119,"Bryan","Mbeumo","Mbeumo","446008.jpg","MUN",3,"1.31","Arsenal","ARS",4,1105,1325,1110,1350,1100,1300,"MID",0,1,"Mbeumo (MUN)","Bryan Mbeumo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,1.916
"2793",2,FALSE,"2025-08-24T15:30:00Z",2,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,8,6.2,43.7,8,5.8,0,2,0,2,1,0,0.31,0.31,1.76,80,54652,1549781,171840,117188,119,"Bryan","Mbeumo","Mbeumo","446008.jpg","MUN",3,"1.76","Fulham","FUL",3,1125,1125,1110,1130,1140,1120,"MID",1,1,"Mbeumo (MUN)","Bryan Mbeumo",0,90,2,17,0.42,0.05,0.47,1.31,0,1,49,21.4,10.6,8.1,1.64,1.812
"2794",10,TRUE,"2025-08-30T14:00:00Z",3,FALSE,90,1,0,0,2,0,0,0,0,0,0,3,39,48.2,78.2,50,17.6,0,1,0,1,1,0.66,0.66,1.32,1.2,80,130509,1800062,326650,196141,119,"Bryan","Mbeumo","Mbeumo","446008.jpg","MUN",3,"1.20","Burnley","BUR",2,1105,1050,1110,1050,1100,1050,"MID",3,2,"Mbeumo (MUN)","Bryan Mbeumo",0,90,2,12.5,0.21,0.18,0.39,1.535,0.5,1,28.5,32.55,8.4,6.95,3.63,1.62
"2795",2,FALSE,"2025-09-14T15:30:00Z",4,FALSE,90,0,0,0,3,0,0,0,0,0,0,0,1,2.2,15.7,41,5.9,0,2,0,2,1,0.68,0.17,0.85,2.52,81,108615,1893535,319642,211027,119,"Bryan","Mbeumo","Mbeumo","446008.jpg","MUN",3,"2.52","Man City","MCI",4,1125,1275,1110,1250,1140,1300,"MID",0,3,"Mbeumo (MUN)","Bryan Mbeumo",0,90,4.66666666666667,21.3333333333333,0.36,0.34,0.7,1.42333333333333,1.33333333333333,1.33333333333333,35.6666666666667,47.7666666666667,21.6666666666667,10.5,1.51,2.168
"2796",3,TRUE,"2025-09-20T16:30:00Z",5,FALSE,69,0,0,1,0,0,0,0,0,0,0,0,7,2.8,11.1,22,3.6,1,1,0,2,1,0.09,0.08,0.17,0.13,81,-108374,1808773,102840,211214,119,"Bryan","Mbeumo","Mbeumo","446008.jpg","MUN",3,"0.43","Chelsea","CHE",4,1105,1245,1110,1190,1100,1300,"MID",2,1,"Mbeumo (MUN)","Bryan Mbeumo",0,90,4,16.25,0.44,0.2975,0.7375,1.6975,1,1.75,37,39.75,16.8,9.35,1.83,2.064
"2797",2,FALSE,"2025-09-27T11:30:00Z",6,FALSE,90,0,0,0,3,0,0,0,0,0,0,0,10,10.8,40.2,10,6.1,0,0,2,2,1,0,0.07,0.07,2.02,81,26590,1865126,209177,182587,119,"Bryan","Mbeumo","Mbeumo","446008.jpg","MUN",3,"2.02","Brentford","BRE",3,1125,1120,1110,1080,1140,1160,"MID",1,3,"Mbeumo (MUN)","Bryan Mbeumo",0.2,85.8,3.8,14.4,0.37,0.254,0.624,1.384,1.2,1.6,34,34.02,14,8.2,2.08,2.024
"2798",2,TRUE,"2025-08-17T15:30:00Z",1,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,11,13.4,0,0,1.3,1,10,0,0,1,0,0,0,1.31,50,0,31564,0,0,431,"Altay","Bayındır","Bayindir","451302.jpg","MUN",3,"1.31","Arsenal","ARS",4,1105,1325,1110,1350,1100,1300,"GK",0,1,"Bayindir (MUN)","Altay Bayındır",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,2.138
"2799",2,FALSE,"2025-08-24T15:30:00Z",2,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,13,16,10,0,2.6,0,6,0,0,1,0,0.03,0.03,1.76,50,-1061,43259,3919,4980,431,"Altay","Bayındır","Bayindir","451302.jpg","MUN",3,"1.76","Fulham","FUL",3,1125,1125,1110,1130,1140,1120,"GK",1,1,"Bayindir (MUN)","Altay Bayındır",0,90,2,11,0,0,0,1.31,0,1,0,0,13.4,1.3,1.64,2.112
"2800",1,TRUE,"2025-08-30T14:00:00Z",3,FALSE,90,0,0,0,2,0,0,0,0,0,1,0,5,11.6,0,0,1.2,0,12,0,0,1,0,0.01,0.01,1.2,50,4160,60717,11240,7080,431,"Altay","Bayındır","Bayindir","451302.jpg","MUN",3,"1.20","Burnley","BUR",2,1105,1050,1110,1050,1100,1050,"GK",3,2,"Bayindir (MUN)","Altay Bayındır",0,90,2,12,0,0.015,0.015,1.535,0.5,1,0,5,14.7,1.95,3.63,1.714
"2801",2,FALSE,"2025-09-14T15:30:00Z",4,FALSE,90,0,0,0,3,0,0,0,0,0,3,0,5,29.2,0,0,2.9,1,4,0,0,1,0,0,0,2.52,50,-8188,50114,1613,9801,431,"Altay","Bayındır","Bayindir","451302.jpg","MUN",3,"2.52","Man City","MCI",4,1125,1275,1110,1250,1140,1300,"GK",0,3,"Bayindir (MUN)","Altay Bayındır",0,90,1.66666666666667,9.66666666666667,0,0.0133333333333333,0.0133333333333333,1.42333333333333,1.33333333333333,1.33333333333333,0,3.33333333333333,13.6666666666667,1.7,1.51,2.138
"2802",2,TRUE,"2025-09-20T16:30:00Z",5,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,4,3.8,0,0,0.4,3,2,0,0,1,0,0,0,0.43,50,-3608,48362,854,4462,431,"Altay","Bayındır","Bayindir","451302.jpg","MUN",3,"0.43","Chelsea","CHE",4,1105,1245,1110,1190,1100,1300,"GK",2,1,"Bayindir (MUN)","Altay Bayındır",0,90,1.75,8.5,0,0.01,0.01,1.6975,1,1.75,0,2.5,17.55,2,1.83,2.074
"2803",2,FALSE,"2025-09-27T11:30:00Z",6,FALSE,90,0,0,0,3,0,0,0,0,0,5,0,11,44.8,0,0,4.5,2,5,0,0,1,0,0.01,0.01,2.02,50,2788,53318,6444,3656,431,"Altay","Bayındır","Bayindir","451302.jpg","MUN",3,"2.02","Brentford","BRE",3,1125,1120,1110,1080,1140,1160,"GK",1,3,"Bayindir (MUN)","Altay Bayındır",0,90,1.8,7.6,0,0.008,0.008,1.444,1.2,1.6,0,2,14.8,1.68,2.08,2.024
"2804",0,TRUE,"2025-08-17T15:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,17015,0,0,432,"André","Onana","Onana","202641.jpg","MUN",3,"1.31","Arsenal","ARS",4,1105,1325,1110,1350,1100,1300,"GK",0,1,"Onana (MUN)","André Onana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,2.138
"2805",0,FALSE,"2025-08-24T15:30:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-882,31425,2308,3190,432,"André","Onana","Onana","202641.jpg","MUN",3,"1.76","Fulham","FUL",3,1125,1125,1110,1130,1140,1120,"GK",1,1,"Onana (MUN)","André Onana",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.64,2.112
"2806",0,TRUE,"2025-08-30T14:00:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-3177,33431,2290,5467,432,"André","Onana","Onana","202641.jpg","MUN",3,"1.20","Burnley","BUR",2,1105,1050,1110,1050,1100,1050,"GK",3,2,"Onana (MUN)","André Onana",0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,3.63,1.714
"2807",0,FALSE,"2025-09-14T15:30:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-5536,29647,558,6094,432,"André","Onana","Onana","202641.jpg","MUN",3,"2.52","Man City","MCI",4,1125,1275,1110,1250,1140,1300,"GK",0,3,"Onana (MUN)","André Onana",0,0,0,0,0,0,0,0,1.33333333333333,1.33333333333333,0,0,0,0,1.51,2.138
"2808",0,TRUE,"2025-09-20T16:30:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-4630,25196,0,4630,432,"André","Onana","Onana","202641.jpg","MUN",3,"0.43","Chelsea","CHE",4,1105,1245,1110,1190,1100,1300,"GK",2,1,"Onana (MUN)","André Onana",0,0,0,0,0,0,0,0,1,1.75,0,0,0,0,1.83,2.074
"2809",0,FALSE,"2025-09-27T11:30:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-2153,23172,0,2153,432,"André","Onana","Onana","202641.jpg","MUN",3,"2.02","Brentford","BRE",3,1125,1120,1110,1080,1140,1160,"GK",1,3,"Onana (MUN)","André Onana",0,0,0,0,0,0,0,0,1.2,1.6,0,0,0,0,2.08,2.024
